doc,edge_id,enhanced_signature,is_property,method_full_name,name,object_type,parameter_types,parameters_count,relationship,requires_parameters,return_type,signature,source,source_object,source_type,target
"Merge multiple GraphTables into one",257,"(tables)",false,"GraphTable.merge","merge","GraphTable","{}",1,"GraphTable -> Unknown","[""tables""]","Unknown","(tables)",35,"GraphTable","GraphTable",0
compressed_text,73,"()",false,"AttrName.istitle","istitle","AttrName","{}",0,"AttrName -> str","[]","str","()",15,"AttrName","AttrName",11
compressed_text,238,"()",false,"NodesAccessor.array","array","NodesAccessor","{}",0,"NodesAccessor -> list","[]","list","()",20,"NodesAccessor","NodesAccessor",22
compressed_text,432,"()",false,"Subgraph.to_matrix","to_matrix","Subgraph","{}",0,"Subgraph -> Subgraph","[]","Subgraph","()",19,"Subgraph","Subgraph",19
compressed_text,61,"(encoding=utf-8, errors=strict)",false,"AttrName.encode","encode","AttrName","{}",2,"AttrName -> str","[]","str","(encoding='utf-8', errors='strict')",15,"AttrName","AttrName",11
compressed_text,202,"()",false,"BranchName.istitle","istitle","BranchName","{}",0,"BranchName -> str","[]","str","()",16,"BranchName","BranchName",11
"Create an identity matrix with specified size",461,"(size)",false,"GraphMatrix.identity","identity","GraphMatrix","{}",1,"GraphMatrix -> Matrix","[""size""]","Matrix","(size)",40,"GraphMatrix","GraphMatrix",38
compressed_text,157,"(index, columns, values, aggfunc)",false,"BaseTable.pivot_table","pivot_table","BaseTable","{}",4,"BaseTable -> Reshaped","[""index"", ""columns"", ""values"", ""aggfunc""]","Reshaped","(index, columns, values, aggfunc)",34,"BaseTable","BaseTable",25
compressed_text,283,"()",false,"NodesTable.interactive_embed","interactive_embed","NodesTable","{}",0,"NodesTable -> str","[]","str","()",28,"NodesTable","NodesTable",11
"Calculate graph density (number of edges / number of possible edges) - PURE DELEGATION",16,"()",false,"Graph.density","density","Graph","{}",0,"Graph -> float","[]","float","()",37,"Graph","Graph",2
compressed_text,291,"(columns)",false,"NodesTable.select","select","NodesTable","{}",1,"NodesTable -> list","[""columns""]","list","(columns)",28,"NodesTable","NodesTable",22
compressed_text,86,"(chars=None)",false,"AttrName.rstrip","rstrip","AttrName","{}",1,"AttrName -> str","[]","str","(chars=None, /)",15,"AttrName","AttrName",11
"Get degree matrix from adjacency matrix",505,"()",false,"GraphMatrix.to_degree_matrix","to_degree_matrix","GraphMatrix","{}",0,"GraphMatrix -> Matrix","[]","Matrix","()",40,"GraphMatrix","GraphMatrix",38
compressed_text,68,"()",false,"AttrName.isidentifier","isidentifier","AttrName","{}",0,"AttrName -> str","[]","str","()",15,"AttrName","AttrName",11
"Matrix Integration: Reshape NumArray into a GraphMatrix",361,"(rows, cols)",false,"NumArray.reshape","reshape","NumArray","{}",2,"NumArray -> NumArray","[""rows"", ""cols""]","NumArray","(rows, cols)",27,"NumArray","NumArray",27
"Export BaseTable to CSV file",179,"(path)",false,"BaseTable.to_csv","to_csv","BaseTable","{}",1,"BaseTable -> BaseTable","[""path""]","BaseTable","(path)",34,"BaseTable","BaseTable",34
compressed_text,430,"()",false,"Subgraph.to_edges","to_edges","Subgraph","{}",0,"Subgraph -> Subgraph","[]","Subgraph","()",19,"Subgraph","Subgraph",19
"Get column as raw BaseArray (always returns BaseArray regardless of type)",133,"(column_name)",false,"BaseTable.get_column_raw","get_column_raw","BaseTable","{}",1,"BaseTable -> BaseArray","[""column_name""]","BaseArray","(column_name)",34,"BaseTable","BaseTable",26
"Add a single edge to the graph with support for string IDs and attributes",0,"(source, target, uid_key=None, kwargs)",false,"Graph.add_edge","add_edge","Graph","{}",4,"Graph -> str","[""source"", ""target"", ""kwargs""]","str","(source, target, uid_key=None, **kwargs)",37,"Graph","Graph",11
"Filter NodesAccessor objects by node count threshold",341,"(min_size)",false,"NodesArray.filter_by_size","filter_by_size","NodesArray","{}",1,"NodesArray -> NodesAccessor","[""min_size""]","NodesAccessor","(min_size)",39,"NodesArray","NodesArray",20
compressed_text,404,"(attr_name, element_type)",false,"Subgraph.group_by","group_by","Subgraph","{}",2,"Subgraph -> list","[""attr_name"", ""element_type""]","list","(attr_name, element_type)",19,"Subgraph","Subgraph",22
compressed_text,467,"()",false,"GraphMatrix.lu_decomposition","lu_decomposition","GraphMatrix","{}",0,"GraphMatrix -> Unknown","[]","Unknown","()",40,"GraphMatrix","GraphMatrix",0
"Node count property",419,"()",false,"Subgraph.node_count","node_count","Subgraph","{}",0,"Subgraph -> Unknown","[]","Unknown","()",19,"Subgraph","Subgraph",0
"Standard deviation along specified axis (0=rows, 1=columns)",497,"(axis)",false,"GraphMatrix.std_axis","std_axis","GraphMatrix","{}",1,"GraphMatrix -> Unknown","[""axis""]","Unknown","(axis)",40,"GraphMatrix","GraphMatrix",0
"Check if a node exists in this subgraph",408,"(node_id)",false,"Subgraph.has_node","has_node","Subgraph","{}",1,"Subgraph -> Subgraph","[""node_id""]","Subgraph","(node_id)",19,"Subgraph","Subgraph",19
"Add multiple edges at once",1,"(edges, node_mapping=None, uid_key=None, source=None, target=None, warm_cache=None)",false,"Graph.add_edges","add_edges","Graph","{}",6,"Graph -> Unknown","[""edges""]","Unknown","(edges, node_mapping=None, uid_key=None, source=None, target=None, warm_cache=None)",37,"Graph","Graph",0
compressed_text,204,"(iterable)",false,"BranchName.join","join","BranchName","{}",1,"BranchName -> str","[""iterable""]","str","(iterable, /)",16,"BranchName","BranchName",11
"Get first n rows (default 5)",281,"(n=5)",false,"NodesTable.head","head","NodesTable","{}",1,"NodesTable -> Unknown","[]","Unknown","(n=5)",28,"NodesTable","NodesTable",0
"Filter edges and return new subgraph",400,"(filter)",false,"Subgraph.filter_edges","filter_edges","Subgraph","{}",1,"Subgraph -> Subgraph","[""filter""]","Subgraph","(filter)",19,"Subgraph","Subgraph",19
"Global sum of all elements in the matrix",498,"()",false,"GraphMatrix.sum","sum","GraphMatrix","{}",0,"GraphMatrix -> Matrix","[]","Matrix","()",40,"GraphMatrix","GraphMatrix",38
"Create matrix from graph attributes",454,"(_graph, _attrs, _entities)",false,"GraphMatrix.from_graph_attributes","from_graph_attributes","GraphMatrix","{}",3,"GraphMatrix -> Graph","[""_graph"", ""_attrs"", ""_entities""]","Graph","(_graph, _attrs, _entities)",40,"GraphMatrix","GraphMatrix",37
compressed_text,154,"(column, periods=None)",false,"BaseTable.pct_change","pct_change","BaseTable","{}",2,"BaseTable -> float","[""column""]","float","(column, periods=None)",34,"BaseTable","BaseTable",2
"Return a copy of the string converted to lowercase.",77,"()",false,"AttrName.lower","lower","AttrName","{}",0,"AttrName -> str","[]","str","()",15,"AttrName","AttrName",11
compressed_text,449,"(condition)",false,"GraphMatrix.filter","filter","GraphMatrix","{}",1,"GraphMatrix -> Matrix","[""condition""]","Matrix","(condition)",40,"GraphMatrix","GraphMatrix",38
"Export NodesTable to Parquet file ",300,"(path)",false,"NodesTable.to_parquet","to_parquet","NodesTable","{}",1,"NodesTable -> NodesTable","[""path""]","NodesTable","(path)",28,"NodesTable","NodesTable",28
"Convert subgraph edges to a table - pure delegation to core GraphTable",398,"()",false,"Subgraph.edges_table","edges_table","Subgraph","{}",0,"Subgraph -> Subgraph","[]","Subgraph","()",19,"Subgraph","Subgraph",19
"Check if node exists - DELEGATED (same as has_node)",14,"(node)",false,"Graph.contains_node","contains_node","Graph","{}",1,"Graph -> Unknown","[""node""]","Unknown","(node)",37,"Graph","Graph",0
"Convert table to EdgesAccessor by extracting edge IDs from the table",266,"()",false,"GraphTable.to_edges","to_edges","GraphTable","{}",0,"GraphTable -> EdgesAccessor","[]","EdgesAccessor","()",35,"GraphTable","GraphTable",17
"Dropout operation for regularization",444,"(p, training=None)",false,"GraphMatrix.dropout","dropout","GraphMatrix","{}",2,"GraphMatrix -> Unknown","[""p""]","Unknown","(p, training=None)",40,"GraphMatrix","GraphMatrix",0
compressed_text,183,"(other)",false,"BaseTable.union","union","BaseTable","{}",1,"BaseTable -> Unknown","[""other""]","Unknown","(other)",34,"BaseTable","BaseTable",0
"Auto-assign edge IDs for null values (useful for meta nodes)",304,"()",false,"EdgesTable.auto_assign_edge_ids","auto_assign_edge_ids","EdgesTable","{}",0,"EdgesTable -> Unknown","[]","Unknown","()",21,"EdgesTable","EdgesTable",0
compressed_text,101,"(func, axis=None, result_name=None)",false,"BaseTable.apply","apply","BaseTable","{}",3,"BaseTable -> Transformed","[""func""]","Transformed","(func, axis=None, result_name=None)",34,"BaseTable","BaseTable",7
compressed_text,163,"(new_order)",false,"BaseTable.reorder_columns","reorder_columns","BaseTable","{}",1,"BaseTable -> list","[""new_order""]","list","(new_order)",34,"BaseTable","BaseTable",22
compressed_text,95,"(prefix)",false,"BaseTable.add_prefix","add_prefix","BaseTable","{}",1,"BaseTable -> str","[""prefix""]","str","(prefix)",34,"BaseTable","BaseTable",11
"Split matrix along specified axis",494,"(split_points, axis)",false,"GraphMatrix.split","split","GraphMatrix","{}",2,"GraphMatrix -> Matrix","[""split_points"", ""axis""]","Matrix","(split_points, axis)",40,"GraphMatrix","GraphMatrix",38
compressed_text,99,"(row_data)",false,"BaseTable.append","append","BaseTable","{}",1,"BaseTable -> dict","[""row_data""]","dict","(row_data)",34,"BaseTable","BaseTable",5
compressed_text,308,"(predicate)",false,"EdgesTable.filter","filter","EdgesTable","{}",1,"EdgesTable -> str","[""predicate""]","str","(predicate)",21,"EdgesTable","EdgesTable",11
"Get target node IDs  ",333,"()",false,"EdgesTable.targets","targets","EdgesTable","{}",0,"EdgesTable -> Unknown","[]","Unknown","()",21,"EdgesTable","EdgesTable",0
compressed_text,239,"(node_id)",false,"NodesAccessor.get_meta_node","get_meta_node","NodesAccessor","{}",1,"NodesAccessor -> Subgraph","[""node_id""]","Subgraph","(node_id)",20,"NodesAccessor","NodesAccessor",19
"Edge count property",396,"()",false,"Subgraph.edge_count","edge_count","Subgraph","{}",0,"Subgraph -> Unknown","[]","Unknown","()",19,"Subgraph","Subgraph",0
compressed_text,96,"(suffix)",false,"BaseTable.add_suffix","add_suffix","BaseTable","{}",1,"BaseTable -> str","[""suffix""]","str","(suffix)",34,"BaseTable","BaseTable",11
compressed_text,116,"(columns)",false,"BaseTable.drop_columns","drop_columns","BaseTable","{}",1,"BaseTable -> list","[""columns""]","list","(columns)",34,"BaseTable","BaseTable",22
"Get table iterator for chaining",286,"()",false,"NodesTable.iter","iter","NodesTable","{}",0,"NodesTable -> Unknown","[]","Unknown","()",28,"NodesTable","NodesTable",0
compressed_text,387,compressed_text,false,"Subgraph.collapse","collapse","Subgraph","{}",9,"Subgraph -> dict","[]","dict",compressed_text,19,"Subgraph","Subgraph",5
"Group nodes by attribute value and compute aggregates (public method for benchmarks)",28,"(attribute, aggregation_attr, operation)",false,"Graph.group_by","group_by","Graph","{}",3,"Graph -> Unknown","[""attribute"", ""aggregation_attr"", ""operation""]","Unknown","(attribute, aggregation_attr, operation)",37,"Graph","Graph",0
compressed_text,117,"(subset=None)",false,"BaseTable.drop_duplicates","drop_duplicates","BaseTable","{}",1,"BaseTable -> list","[]","list","(subset=None)",34,"BaseTable","BaseTable",22
"Zero out all gradients in the computation graph",516,"()",false,"GraphMatrix.zero_grad","zero_grad","GraphMatrix","{}",0,"GraphMatrix -> Graph","[]","Graph","()",40,"GraphMatrix","GraphMatrix",37
"DFS traversal - delegates to PyGraphAnalysis helper  ",17,"(start, max_depth=None, inplace=None, attr_name=None)",false,"Graph.dfs","dfs","Graph","{}",4,"Graph -> GraphAnalysis","[""start""]","GraphAnalysis","(start, max_depth=None, inplace=None, attr_name=None)",37,"Graph","Graph",32
"Return a version of the string suitable for caseless comparisons.",188,"()",false,"BranchName.casefold","casefold","BranchName","{}",0,"BranchName -> str","[]","str","()",16,"BranchName","BranchName",11
compressed_text,160,"(column, quantiles, interpolation=None)",false,"BaseTable.quantiles","quantiles","BaseTable","{}",3,"BaseTable -> list","[""column"", ""quantiles""]","list","(column, quantiles, interpolation=None)",34,"BaseTable","BaseTable",22
"Get node IDs",288,"()",false,"NodesTable.node_ids","node_ids","NodesTable","{}",0,"NodesTable -> Unknown","[]","Unknown","()",28,"NodesTable","NodesTable",0
"Collapse subgraph to a single node with aggregated attributes",388,"(agg_functions)",false,"Subgraph.collapse_to_node","collapse_to_node","Subgraph","{}",1,"Subgraph -> Subgraph","[""agg_functions""]","Subgraph","(agg_functions)",19,"Subgraph","Subgraph",19
compressed_text,230,"()",false,"NodeId.bit_length","bit_length","NodeId","{}",0,"NodeId -> float","[]","float","()",31,"NodeId","NodeId",2
compressed_text,208,"(sep)",false,"BranchName.partition","partition","BranchName","{}",1,"BranchName -> str","[""sep""]","str","(sep, /)",16,"BranchName","BranchName",11
"Create a zero matrix with specified dimensions and type",517,"(rows, cols, dtype=None)",false,"GraphMatrix.zeros","zeros","GraphMatrix","{}",3,"GraphMatrix -> Matrix","[""rows"", ""cols""]","Matrix","(rows, cols, dtype=None)",40,"GraphMatrix","GraphMatrix",38
"Get first n rows (primarily from nodes table, default 5)",255,"(n=5)",false,"GraphTable.head","head","GraphTable","{}",1,"GraphTable -> Unknown","[]","Unknown","(n=5)",35,"GraphTable","GraphTable",0
compressed_text,214,"(sep=None, maxsplit=-1)",false,"BranchName.rsplit","rsplit","BranchName","{}",2,"BranchName -> list","[]","list","(sep=None, maxsplit=-1)",16,"BranchName","BranchName",22
"Apply aggregation to all tables - placeholder method",374,"(agg_spec)",false,"TableArray.agg","agg","TableArray","{}",1,"TableArray -> Unknown","[""agg_spec""]","Unknown","(agg_spec)",23,"TableArray","TableArray",0
"Get number of rows",289,"()",false,"NodesTable.nrows","nrows","NodesTable","{}",0,"NodesTable -> float","[]","float","()",28,"NodesTable","NodesTable",2
compressed_text,147,"(column)",false,"BaseTable.median","median","BaseTable","{}",1,"BaseTable -> Median","[""column""]","Median","(column)",34,"BaseTable","BaseTable",10
"Check if this subgraph contains nodes that are meta-nodes",407,"()",false,"Subgraph.has_meta_nodes","has_meta_nodes","Subgraph","{}",0,"Subgraph -> Subgraph","[]","Subgraph","()",19,"Subgraph","Subgraph",19
compressed_text,112,"(column)",false,"BaseTable.cummax","cummax","BaseTable","{}",1,"BaseTable -> BaseArray","[""column""]","BaseArray","(column)",34,"BaseTable","BaseTable",26
compressed_text,127,"(predicate)",false,"BaseTable.filter","filter","BaseTable","{}",1,"BaseTable -> str","[""predicate""]","str","(predicate)",34,"BaseTable","BaseTable",11
"Get shape as (rows, cols)",292,"()",false,"NodesTable.shape","shape","NodesTable","{}",0,"NodesTable -> Unknown","[]","Unknown","()",28,"NodesTable","NodesTable",0
"Parse the 'on' parameter for join operations",153,"(on)",false,"BaseTable.parse_join_on","parse_join_on","BaseTable","{}",1,"BaseTable -> Unknown","[""on""]","Unknown","(on)",34,"BaseTable","BaseTable",0
"Get rich display representation using Rust formatter",164,"(config=None)",false,"BaseTable.rich_display","rich_display","BaseTable","{}",1,"BaseTable -> Unknown","[]","Unknown","(config=None)",34,"BaseTable","BaseTable",0
"Element-wise square root",495,"()",false,"GraphMatrix.sqrt","sqrt","GraphMatrix","{}",0,"GraphMatrix -> Unknown","[]","Unknown","()",40,"GraphMatrix","GraphMatrix",0
"Filter edges by source nodes",310,"(source_nodes)",false,"EdgesTable.filter_by_sources","filter_by_sources","EdgesTable","{}",1,"EdgesTable -> Unknown","[""source_nodes""]","Unknown","(source_nodes)",21,"EdgesTable","EdgesTable",0
"Compute multiple percentiles for a specific column",156,"(column, percentiles, interpolation=None)",false,"BaseTable.percentiles","percentiles","BaseTable","{}",3,"BaseTable -> Unknown","[""column"", ""percentiles""]","Unknown","(column, percentiles, interpolation=None)",34,"BaseTable","BaseTable",0
"Get historical view at specific commit (FFI wrapper around core history system)",35,"(commit_id)",false,"Graph.historical_view","historical_view","Graph","{}",1,"Graph -> Commit","[""commit_id""]","Commit","(commit_id)",37,"Graph","Graph",18
compressed_text,186,"(column)",false,"BaseTable.var","var","BaseTable","{}",1,"BaseTable -> Variance","[""column""]","Variance","(column)",34,"BaseTable","BaseTable",8
"Global mean of all elements in the matrix  ",471,"()",false,"GraphMatrix.mean","mean","GraphMatrix","{}",0,"GraphMatrix -> Matrix","[]","Matrix","()",40,"GraphMatrix","GraphMatrix",38
compressed_text,103,"(func, result_name=None)",false,"BaseTable.apply_to_rows","apply_to_rows","BaseTable","{}",2,"BaseTable -> int","[""func""]","int","(func, result_name=None)",34,"BaseTable","BaseTable",6
"Matrix power - raise matrix to integer power
Returns: new GraphMatrix that is self^n",480,"(n)",false,"GraphMatrix.power","power","GraphMatrix","{}",1,"GraphMatrix -> int","[""n""]","int","(n)",40,"GraphMatrix","GraphMatrix",6
compressed_text,343,"(port=None, layout=None, theme=None, width=None, height=None)",false,"NodesArray.interactive","interactive","NodesArray","{}",5,"NodesArray -> float","[]","float","(port=None, layout=None, theme=None, width=None, height=None)",39,"NodesArray","NodesArray",2
"BFS traversal - delegates to PyGraphAnalysis helper",8,"(start, max_depth=None, inplace=None, attr_name=None)",false,"Graph.bfs","bfs","Graph","{}",4,"Graph -> GraphAnalysis","[""start""]","GraphAnalysis","(start, max_depth=None, inplace=None, attr_name=None)",37,"Graph","Graph",32
compressed_text,69,"()",false,"AttrName.islower","islower","AttrName","{}",0,"AttrName -> str","[]","str","()",15,"AttrName","AttrName",11
compressed_text,199,"()",false,"BranchName.isnumeric","isnumeric","BranchName","{}",0,"BranchName -> str","[]","str","()",16,"BranchName","BranchName",11
"Get entire row as BaseArray (mixed types) or NumArray (if all numerical)",460,"(row)",false,"GraphMatrix.get_row","get_row","GraphMatrix","{}",1,"GraphMatrix -> BaseArray","[""row""]","BaseArray","(row)",40,"GraphMatrix","GraphMatrix",26
"Get shortest path - delegates to PyGraphAnalysis helper",52,"(source, target, weight_attribute=None, inplace=None, attr_name=None)",false,"Graph.shortest_path","shortest_path","Graph","{}",5,"Graph -> GraphAnalysis","[""source"", ""target""]","GraphAnalysis","(source, target, weight_attribute=None, inplace=None, attr_name=None)",37,"Graph","Graph",32
"Convert node attributes to matrix
Implements: g.nodes.matrix()",242,"()",false,"NodesAccessor.matrix","matrix","NodesAccessor","{}",0,"NodesAccessor -> Matrix","[]","Matrix","()",20,"NodesAccessor","NodesAccessor",38
"Create subgraph representing shortest path between two nodes",425,"(source, target)",false,"Subgraph.shortest_path_subgraph","shortest_path_subgraph","Subgraph","{}",2,"Subgraph -> Subgraph","[""source"", ""target""]","Subgraph","(source, target)",19,"Subgraph","Subgraph",19
"",4,"(data, uid_key=None)",false,"Graph.add_nodes","add_nodes","Graph","{}",2,"Graph -> Unknown","[""data""]","Unknown","(data, uid_key=None)",37,"Graph","Graph",0
compressed_text,94,"(width)",false,"AttrName.zfill","zfill","AttrName","{}",1,"AttrName -> str","[""width""]","str","(width, /)",15,"AttrName","AttrName",11
"Convert graph to attribute matrix - delegates to PyGraphMatrixHelper",54,"()",false,"Graph.to_matrix","to_matrix","Graph","{}",0,"Graph -> Graph","[]","Graph","()",37,"Graph","Graph",37
compressed_text,125,"(fill_values)",false,"BaseTable.fillna","fillna","BaseTable","{}",1,"BaseTable -> Unknown","[""fill_values""]","Unknown","(fill_values)",34,"BaseTable","BaseTable",0
"Return a version of the string suitable for caseless comparisons.",59,"()",false,"AttrName.casefold","casefold","AttrName","{}",0,"AttrName -> str","[]","str","()",15,"AttrName","AttrName",11
"Get first n rows (default 5)",317,"(n=5)",false,"EdgesTable.head","head","EdgesTable","{}",1,"EdgesTable -> Unknown","[]","Unknown","(n=5)",21,"EdgesTable","EdgesTable",0
"Get standard Laplacian matrix (D - A)",507,"()",false,"GraphMatrix.to_laplacian","to_laplacian","GraphMatrix","{}",0,"GraphMatrix -> Matrix","[]","Matrix","()",40,"GraphMatrix","GraphMatrix",38
compressed_text,72,"()",false,"AttrName.isspace","isspace","AttrName","{}",0,"AttrName -> str","[]","str","()",15,"AttrName","AttrName",11
compressed_text,76,"(width, fillchar= )",false,"AttrName.ljust","ljust","AttrName","{}",2,"AttrName -> str","[""width""]","str","(width, fillchar=' ', /)",15,"AttrName","AttrName",11
"Get edge IDs as a NumArray for numerical operations
Implements: g.edges.ids()",247,"()",false,"EdgesAccessor.ids","ids","EdgesAccessor","{}",0,"EdgesAccessor -> NumArray","[]","NumArray","()",17,"EdgesAccessor","EdgesAccessor",27
"Export NodesTable to JSON file",298,"(path)",false,"NodesTable.to_json","to_json","NodesTable","{}",1,"NodesTable -> NodesTable","[""path""]","NodesTable","(path)",28,"NodesTable","NodesTable",28
"Set multiple edge attributes (bulk operation) - delegates to accessor  ",423,"(attrs_dict)",false,"Subgraph.set_edge_attrs","set_edge_attrs","Subgraph","{}",1,"Subgraph -> Unknown","[""attrs_dict""]","Unknown","(attrs_dict)",19,"Subgraph","Subgraph",0
compressed_text,129,"(data)",false,"BaseTable.from_dict","from_dict","BaseTable","{}",1,"BaseTable -> dict","[""data""]","dict","(data)",34,"BaseTable","BaseTable",5
compressed_text,280,"(columns)",false,"NodesTable.group_by","group_by","NodesTable","{}",1,"NodesTable -> list","[""columns""]","list","(columns)",28,"NodesTable","NodesTable",22
"Get statistics about the NodesAccessor collection",347,"()",false,"NodesArray.stats","stats","NodesArray","{}",0,"NodesArray -> NodesAccessor","[]","NodesAccessor","()",39,"NodesArray","NodesArray",20
"Get rich display representation with EdgesTable type",325,"(config=None)",false,"EdgesTable.rich_display","rich_display","EdgesTable","{}",1,"EdgesTable -> EdgesTable","[]","EdgesTable","(config=None)",21,"EdgesTable","EdgesTable",21
"Convert to pandas DataFrame",336,"()",false,"EdgesTable.to_pandas","to_pandas","EdgesTable","{}",0,"EdgesTable -> Unknown","[]","Unknown","()",21,"EdgesTable","EdgesTable",0
"Get column by name as BaseArray (mixed types) or NumArray (if all numerical)",459,"(name)",false,"GraphMatrix.get_column_by_name","get_column_by_name","GraphMatrix","{}",1,"GraphMatrix -> BaseArray","[""name""]","BaseArray","(name)",40,"GraphMatrix","GraphMatrix",26
compressed_text,218,"(chars=None)",false,"BranchName.strip","strip","BranchName","{}",1,"BranchName -> str","[]","str","(chars=None, /)",16,"BranchName","BranchName",11
compressed_text,62,"(tabsize=8)",false,"AttrName.expandtabs","expandtabs","AttrName","{}",1,"AttrName -> Unknown","[]","Unknown","(tabsize=8)",15,"AttrName","AttrName",0
compressed_text,79,"(sep)",false,"AttrName.partition","partition","AttrName","{}",1,"AttrName -> str","[""sep""]","str","(sep, /)",15,"AttrName","AttrName",11
compressed_text,256,"(bundle_path)",false,"GraphTable.load_bundle","load_bundle","GraphTable","{}",1,"GraphTable -> Graph","[""bundle_path""]","Graph","(bundle_path)",35,"GraphTable","GraphTable",37
"Get number of columns",323,"()",false,"EdgesTable.ncols","ncols","EdgesTable","{}",0,"EdgesTable -> float","[]","float","()",21,"EdgesTable","EdgesTable",2
compressed_text,110,"(ddof=None)",false,"BaseTable.cov","cov","BaseTable","{}",1,"BaseTable -> float","[]","float","(ddof=None)",34,"BaseTable","BaseTable",2
"Get the first NodesAccessor",342,"()",false,"NodesArray.first","first","NodesArray","{}",0,"NodesArray -> NodesAccessor","[]","NodesAccessor","()",39,"NodesArray","NodesArray",20
compressed_text,225,"()",false,"EdgeId.as_integer_ratio","as_integer_ratio","EdgeId","{}",0,"EdgeId -> int","[]","int","()",12,"EdgeId","EdgeId",6
"Convert matrix to nested Python list
Returns: [[row1], [row2], ...] format",508,"()",false,"GraphMatrix.to_list","to_list","GraphMatrix","{}",0,"GraphMatrix -> list","[]","list","()",40,"GraphMatrix","GraphMatrix",22
compressed_text,162,"(columns)",false,"BaseTable.rename","rename","BaseTable","{}",1,"BaseTable -> dict","[""columns""]","dict","(columns)",34,"BaseTable","BaseTable",5
compressed_text,216,"(sep=None, maxsplit=-1)",false,"BranchName.split","split","BranchName","{}",2,"BranchName -> list","[]","list","(sep=None, maxsplit=-1)",16,"BranchName","BranchName",22
"Get column as numeric array if possible (returns NumArray/IntArray or error)",132,"(column_name)",false,"BaseTable.get_column_numeric","get_column_numeric","BaseTable","{}",1,"BaseTable -> list","[""column_name""]","list","(column_name)",34,"BaseTable","BaseTable",22
compressed_text,271,"(bundle_path)",false,"GraphTable.verify_bundle","verify_bundle","GraphTable","{}",1,"GraphTable -> dict","[""bundle_path""]","dict","(bundle_path)",35,"GraphTable","GraphTable",5
"Convert to Python list",349,"()",false,"NodesArray.to_list","to_list","NodesArray","{}",0,"NodesArray -> list","[]","list","()",39,"NodesArray","NodesArray",22
"SVD decomposition: A = U * Σ * V^T
Returns tuple of (U, singular_values, V_transpose)",501,"()",false,"GraphMatrix.svd","svd","GraphMatrix","{}",0,"GraphMatrix -> Unknown","[]","Unknown","()",40,"GraphMatrix","GraphMatrix",0
compressed_text,212,"(width, fillchar= )",false,"BranchName.rjust","rjust","BranchName","{}",2,"BranchName -> str","[""width""]","str","(width, fillchar=' ', /)",16,"BranchName","BranchName",11
compressed_text,251,"(attr_name=None)",false,"EdgesAccessor.weight_matrix","weight_matrix","EdgesAccessor","{}",1,"EdgesAccessor -> Matrix","[]","Matrix","(attr_name=None)",17,"EdgesAccessor","EdgesAccessor",38
compressed_text,58,"()",false,"AttrName.capitalize","capitalize","AttrName","{}",0,"AttrName -> str","[]","str","()",15,"AttrName","AttrName",11
"Get unique values for an attribute",301,"(attr_name)",false,"NodesTable.unique_attr_values","unique_attr_values","NodesTable","{}",1,"NodesTable -> Unknown","[""attr_name""]","Unknown","(attr_name)",28,"NodesTable","NodesTable",0
"Sum along specified axis (0=rows, 1=columns)",499,"(axis)",false,"GraphMatrix.sum_axis","sum_axis","GraphMatrix","{}",1,"GraphMatrix -> Unknown","[""axis""]","Unknown","(axis)",40,"GraphMatrix","GraphMatrix",0
"Get single cell value at (row, col)",457,"(row, col)",false,"GraphMatrix.get_cell","get_cell","GraphMatrix","{}",2,"GraphMatrix -> Unknown","[""row"", ""col""]","Unknown","(row, col)",40,"GraphMatrix","GraphMatrix",0
"Return a copy of the string converted to lowercase.",206,"()",false,"BranchName.lower","lower","BranchName","{}",0,"BranchName -> str","[]","str","()",16,"BranchName","BranchName",11
"Filter edges by target nodes",311,"(target_nodes)",false,"EdgesTable.filter_by_targets","filter_by_targets","EdgesTable","{}",1,"EdgesTable -> Unknown","[""target_nodes""]","Unknown","(target_nodes)",21,"EdgesTable","EdgesTable",0
compressed_text,87,"(sep=None, maxsplit=-1)",false,"AttrName.split","split","AttrName","{}",2,"AttrName -> list","[]","list","(sep=None, maxsplit=-1)",15,"AttrName","AttrName",22
compressed_text,106,"(column_name)",false,"BaseTable.column","column","BaseTable","{}",1,"BaseTable -> BaseArray","[""column_name""]","BaseArray","(column_name)",34,"BaseTable","BaseTable",26
"Iterate over rows - returns iterator of BaseArrays or NumArrays",464,"()",false,"GraphMatrix.iter_rows","iter_rows","GraphMatrix","{}",0,"GraphMatrix -> Unknown","[]","Unknown","()",40,"GraphMatrix","GraphMatrix",0
"Convert uppercase characters to lowercase and lowercase characters to uppercase.",90,"()",false,"AttrName.swapcase","swapcase","AttrName","{}",0,"AttrName -> Unknown","[]","Unknown","()",15,"AttrName","AttrName",0
"Get shape as (rows, cols)",263,"()",false,"GraphTable.shape","shape","GraphTable","{}",0,"GraphTable -> Unknown","[]","Unknown","()",35,"GraphTable","GraphTable",0
"Get out-degree of nodes within subgraph",420,"(nodes=None, full_graph=False)",false,"Subgraph.out_degree","out_degree","Subgraph","{}",2,"Subgraph -> Subgraph","[]","Subgraph","(nodes=None, full_graph=False)",19,"Subgraph","Subgraph",19
compressed_text,201,"()",false,"BranchName.isspace","isspace","BranchName","{}",0,"BranchName -> str","[]","str","()",16,"BranchName","BranchName",11
"Compute gradients via backpropagation",438,"()",false,"GraphMatrix.backward","backward","GraphMatrix","{}",0,"GraphMatrix -> Unknown","[]","Unknown","()",40,"GraphMatrix","GraphMatrix",0
