performance,years_exp,department,user_id,salary
3.7,8,Sales,4536,40350
3.8,19,Engineering,4537,142677
3.3,19,Sales,4538,70386
3.9,18,Sales,4539,68369
2.4,10,Finance,4540,51971
3.9,5,Engineering,4541,145297
3.3,5,HR,4542,120599
5,10,Engineering,4543,59200
2.9,5,HR,4544,58786
4.3,19,Marketing,4545,61603
3.7,13,Finance,4546,102320
3.2,8,Marketing,4547,40032
2.1,8,Sales,4548,82380
2,9,Sales,4549,50195
4.3,16,Finance,4550,46840
3.4,8,Marketing,4551,57953
4.1,7,Engineering,4552,107070
3.5,20,Marketing,4553,145805
3.7,13,HR,4554,97630
4.1,17,Sales,4555,95758
4.6,13,Engineering,4556,127142
2.9,16,Sales,4557,101825
2.8,3,Marketing,4558,82872
4.9,3,Finance,4559,79656
2.6,2,Engineering,4560,105585
3.8,9,Finance,4561,139615
3.5,7,Marketing,4562,55374
2.9,7,HR,4563,71558
3.2,1,Finance,4564,113419
2.7,13,Finance,4565,91543
4.5,8,Marketing,4566,89454
3.6,0,Engineering,4567,141439
3.9,19,Marketing,4568,90532
2.6,16,Finance,4569,132568
4.2,0,Sales,4570,102190
3.6,10,Sales,4571,86529
3.6,17,Finance,4572,80863
5,15,Engineering,4573,149923
2.9,15,Finance,4574,108417
3.8,2,Sales,4575,81546
2.1,10,HR,4576,109558
2.9,10,Finance,4577,50249
2,11,Finance,4578,119348
3.8,19,HR,4579,68036
4,1,Engineering,4580,61773
3.5,20,Marketing,4581,123069
3.2,12,Sales,4582,149262
2,5,Sales,4583,76403
4.9,15,Marketing,4584,133237
2.4,16,Marketing,4585,58728
4.7,15,Marketing,4586,97310
2.1,19,Marketing,4587,113464
3.2,1,Sales,4588,97887
4.9,5,Finance,4589,104237
2.1,11,Finance,4590,131108
3.2,18,HR,4591,143411
3.7,3,Finance,4592,72838
4.7,4,Engineering,4593,129832
2.1,0,Engineering,4594,55760
3.6,8,Marketing,4595,113125
2.8,12,HR,4596,97070
4.5,7,Sales,4597,125471
3.1,14,Finance,4598,85636
2.3,5,Finance,4599,63332
2.7,3,Sales,4600,43315
3.7,13,Engineering,4601,87931
3.6,5,Marketing,4602,101089
3.7,12,HR,4603,141023
4.6,12,Engineering,4604,127823
4.4,0,HR,4605,85349
3,6,Marketing,4606,135484
2.9,4,Finance,4607,95584
4.4,6,Marketing,4608,68020
3.7,10,Engineering,4609,120868
3.9,16,Finance,4610,113373
4.2,9,Marketing,4611,65032
2.8,2,Finance,4612,90129
4.6,17,Finance,4613,89047
5,0,HR,4614,63462
3.7,5,HR,4615,137993
3.2,19,Engineering,4616,41398
4.6,10,Marketing,4617,65668
2,11,Sales,4618,97944
4.8,19,Marketing,4619,87315
3.3,18,Finance,4620,108944
3.1,18,Engineering,4621,65544
2,15,Engineering,4622,40735
2,14,Sales,4623,116832
2.1,7,Finance,4624,80683
3,14,Finance,4625,83050
3.2,18,Engineering,4626,52334
4,6,Engineering,4627,88348
2.3,19,Sales,4628,73260
4.7,11,Sales,4629,105902
4.3,15,HR,4630,41703
3.1,18,Engineering,4631,119531
2.6,10,Sales,4632,75786
4.7,11,Finance,4633,44394
4.9,2,HR,4634,124832
3.2,18,Engineering,4635,76038
2.3,20,Sales,4636,124105
2.8,4,Engineering,4637,102748
3.7,8,HR,4638,92205
4.5,14,Marketing,4639,45756
4.9,8,Engineering,4640,131160
4,2,Engineering,4641,132309
4.7,2,Engineering,4642,73166
2.9,2,Engineering,4643,75936
3.3,15,Sales,4644,121955
2.2,6,Marketing,4645,47500
4.3,12,Finance,4646,114996
4.7,14,Engineering,4647,147914
4.7,0,Finance,4648,43988
4,6,Sales,4649,134113
3.6,16,Marketing,4650,101709
2.5,13,HR,4651,119632
4.6,4,HR,4652,122868
4.4,11,HR,4653,99569
2.1,12,HR,4654,104264
3.9,20,HR,4655,62776
2.6,14,Marketing,4656,102055
3.1,13,Engineering,4657,138295
4.1,3,HR,4658,124875
2.1,3,Engineering,4659,138380
2.8,5,Finance,4660,111511
2.9,11,Engineering,4661,145831
4.8,17,Finance,4662,53616
2.8,9,Engineering,4663,45006
3.8,5,Finance,4664,88435
4.8,6,Engineering,4665,43779
3.2,6,Engineering,4666,120336
2.8,0,Marketing,4667,133495
3,0,Finance,4668,60079
3.3,17,Engineering,4669,132489
4.7,1,Marketing,4670,136494
3.2,11,Marketing,4671,63187
4.7,12,Finance,4672,57255
2.5,7,Engineering,4673,50855
4.8,1,Marketing,4674,94994
3.1,16,HR,4675,149322
4.4,4,HR,4676,55653
2.4,18,HR,4677,47346
3,5,Engineering,4678,98114
3,20,HR,4679,123555
3.8,8,Sales,4680,133138
4.6,20,Finance,4681,48169
2.4,17,Sales,4682,81187
4.8,4,Sales,4683,52776
4.3,16,HR,4684,111314
2.6,14,Finance,4685,76369
4.6,7,Marketing,4686,65451
2.4,5,Sales,4687,125865
2,3,Marketing,4688,120478
2.7,1,Marketing,4689,136659
4.8,15,Engineering,4690,42185
3.9,16,Finance,4691,83603
2.9,16,Finance,4692,149743
4.4,6,Sales,4693,128079
2.8,2,Engineering,4694,81481
2.9,5,Engineering,4695,132970
4.7,20,Engineering,4696,62179
2.9,14,Finance,4697,116919
2.9,7,Finance,4698,134651
4.4,13,HR,4699,88005
3.1,11,Finance,4700,107677
2.7,9,Finance,4701,41857
3.3,17,Engineering,4702,127096
2.5,11,Marketing,4703,92844
4.5,4,Sales,4704,94575
4.5,5,Marketing,4705,149801
3.6,0,Sales,4706,127519
2.9,15,HR,4707,127771
3.5,4,Finance,4708,48058
2.2,0,Sales,4709,48513
2.4,2,Sales,4710,65289
3,19,Sales,4711,148140
3,14,Sales,4712,139784
2.3,0,Finance,4713,105735
4.1,17,Marketing,4714,59334
4.6,9,Sales,4715,135545
3.8,4,Engineering,4716,74948
2,17,Sales,4717,51005
2.7,15,Finance,4718,62621
2.4,8,Engineering,4719,98117
2.6,2,Finance,4720,45833
2.3,13,HR,4721,76113
4.6,5,Finance,4722,119761
4.8,15,Engineering,4723,66041
4.3,19,Marketing,4724,130271
2.7,13,Engineering,4725,106252
4.3,6,Marketing,4726,93641
2.4,20,Engineering,4727,62671
4.9,12,Sales,4728,123270
3.5,10,Finance,4729,137888
3.3,2,HR,4730,149819
2.8,5,Marketing,4731,40422
3.9,19,Marketing,4732,80784
4.2,10,Sales,4733,75882
3.9,11,Sales,4734,113473
3.7,10,Engineering,4735,85964
4.1,2,Marketing,4736,55429
3,0,Finance,4737,84754
3,0,Engineering,4738,101112
2.5,11,Sales,4739,114471
4,2,Marketing,4740,149590
2.5,1,HR,4741,131264
4.5,16,HR,4742,51284
2.4,3,Marketing,4743,114211
4.6,19,Finance,4744,100687
2.3,9,Marketing,4745,51555
2.3,17,Finance,4746,55238
3.5,8,Sales,4747,51870
3.5,4,Finance,4748,63920
3.8,4,Finance,4749,135623
3.3,13,Marketing,4750,51326
2.2,5,Marketing,4751,64334
4.7,6,HR,4752,81615
3.6,1,Sales,4753,117483
3.9,0,Engineering,4754,122132
3.1,6,Marketing,4755,42635
3.8,13,Sales,4756,140495
2.8,0,Sales,4757,62195
3.4,14,HR,4758,143381
2.8,4,Marketing,4759,41368
2.7,4,Marketing,4760,68511
3.1,7,Sales,4761,123616
2.6,10,Marketing,4762,89090
4.3,1,HR,4763,100338
2.9,4,HR,4764,50652
4.6,20,HR,4765,134932
4.2,16,Marketing,4766,72339
4.6,7,Marketing,4767,80341
2.9,0,HR,4768,149747
4.5,6,Finance,4769,129245
4.5,8,Engineering,4770,124189
2.4,4,Sales,4771,65046
3.7,20,Finance,4772,137964
4.1,8,Engineering,4773,139068
4.9,6,Marketing,4774,136745
3.4,14,Sales,4775,57397
2.8,10,Finance,4776,80696
4.5,6,Sales,4777,46990
3.8,18,Marketing,4778,89716
2.1,3,Engineering,4779,132525
2.7,13,Engineering,4780,77627
3.5,18,Engineering,4781,63331
2.1,4,Finance,4782,76564
2.6,17,Engineering,4783,58405
3.6,0,Finance,4784,114060
3.3,19,Finance,4785,81358
4.6,3,HR,4786,94261
2.2,13,Finance,4787,69617
2.6,12,Sales,4788,149481
4.5,7,Engineering,4789,64673
3.6,3,Finance,4790,75756
3.8,13,Marketing,4791,66112
2.5,13,Finance,4792,63214
4.8,19,Finance,4793,78657
3.5,12,HR,4794,73994
3.5,17,Sales,4795,131430
4.7,15,Marketing,4796,97619
4.4,9,HR,4797,74674
3.7,0,Sales,4798,52112
3.1,7,Finance,4799,104210
2.5,6,Marketing,4800,86550
3.6,0,Sales,4801,115850
2.6,8,HR,4802,87659
2.9,11,Finance,4803,85725
3.7,8,Finance,4804,141236
2.6,8,Engineering,4805,124125
4.1,2,HR,4806,108556
2.9,0,Marketing,4807,98939
2.4,12,Finance,4808,148724
4.1,3,Engineering,4809,122709
3.2,13,Sales,4810,130051
4.5,12,Finance,4811,149016
2.6,8,Sales,4812,62344
3,18,Finance,4813,44814
2.7,14,Sales,4814,149408
4.4,0,HR,4815,116706
4.4,0,Sales,4816,90551
2.2,17,Sales,4817,60408
3.5,9,Finance,4818,110510
4.6,9,Finance,4819,114542
3.1,10,Sales,4820,67611
4.1,17,HR,4821,132037
2.6,0,Marketing,4822,96866
2.8,3,Engineering,4823,85471
3.1,10,Sales,4824,124673
2.3,20,HR,4825,146287
3.4,3,Sales,4826,129393
4.2,15,Engineering,4827,144368
4.8,13,Marketing,4828,77839
3.8,9,Marketing,4829,67190
3.2,4,Sales,4830,84850
4.8,18,Engineering,4831,131705
5,13,Sales,4832,106029
2.7,5,Finance,4833,112300
4.4,16,Marketing,4834,148771
2.4,0,HR,4835,137403
3.8,18,HR,4836,144109
2.8,4,HR,4837,75251
3.1,9,Engineering,4838,51895
4.4,3,Engineering,4839,107275
2.8,3,Marketing,4840,141372
4.7,11,Engineering,4841,67619
2.2,0,Finance,4842,73844
3.8,10,Marketing,4843,68607
3.8,0,Marketing,4844,101300
2.1,20,Finance,4845,74189
2.1,19,Finance,4846,44121
2.1,13,Finance,4847,55112
3.8,19,Sales,4848,107768
3,18,HR,4849,126288
2.7,13,HR,4850,122721
2.1,3,Marketing,4851,64435
4.7,6,Finance,4852,102286
4.5,3,Engineering,4853,58325
4.1,10,Finance,4854,101242
3,5,Marketing,4855,116915
2.3,10,HR,4856,82335
2.3,11,Sales,4857,88795
3.8,5,Finance,4858,113894
4,7,HR,4859,89533
2.9,5,Marketing,4860,126285
2.9,4,Marketing,4861,117121
4,17,HR,4862,44436
3.2,1,HR,4863,82253
4.2,10,Finance,4864,131919
3.5,16,Engineering,4865,53711
3.6,17,Finance,4866,122506
3.9,6,Sales,4867,87039
4.8,14,HR,4868,41035
4.5,20,Sales,4869,60807
3.8,14,Sales,4870,95234
3.4,20,Engineering,4871,102324
3.1,9,Finance,4872,83871
2.5,7,Marketing,4873,84128
4.7,11,Sales,4874,124919
3.1,8,Sales,4875,53134
4.3,1,Sales,4876,64525
3.5,9,Sales,4877,86924
3.9,15,Marketing,4878,80144
3.7,12,Finance,4879,61331
4.3,5,Engineering,4880,101189
2.4,10,Sales,4881,111667
3.6,6,HR,4882,64400
2.3,19,Marketing,4883,138572
3.8,11,Engineering,4884,42850
2.5,1,HR,4885,97541
2.2,3,HR,4886,146066
4.2,2,HR,4887,120820
3.4,3,Sales,4888,99827
3.6,10,Finance,4889,117801
4,5,Sales,4890,115492
4,10,HR,4891,131029
3.9,10,Engineering,4892,97012
2.2,16,Sales,4893,135807
2.4,13,Engineering,4894,92341
3.6,5,Sales,4895,102072
2.6,14,Finance,4896,149326
3.8,14,Finance,4897,71927
4.6,17,Sales,4898,73105
4.7,17,Sales,4899,134813
3.4,17,Finance,4900,88918
4.8,5,Engineering,4901,118766
4.3,12,Finance,4902,84286
3.6,1,Sales,4903,103249
4.7,7,Engineering,4904,128939
2.8,2,Sales,4905,92579
3,14,Marketing,4906,79344
2.3,8,Sales,4907,45259
2.8,17,Finance,4908,70710
4.8,18,HR,4909,140030
3.3,0,Finance,4910,106448
4.3,7,Finance,4911,54136
2.5,0,Engineering,4912,95179
5,8,Marketing,4913,95822
4.9,11,Engineering,4914,141459
2.3,17,Sales,4915,75305
2.5,16,HR,4916,115692
2.7,0,Finance,4917,92527
2.1,18,HR,4918,117735
3.6,15,HR,4919,43742
3,3,Sales,4920,61499
3.3,17,Sales,4921,107135
3.6,13,HR,4922,61808
4.3,2,Finance,4923,79397
3.7,9,Sales,4924,118230
3.8,4,Finance,4925,131439
5,5,Sales,4926,108692
4.5,19,Finance,4927,66012
2.2,7,Finance,4928,114447
4.8,11,Marketing,4929,138546
3,10,Sales,4930,58290
2,9,Marketing,4931,57025
4.5,11,HR,4932,126954
4.2,19,Finance,4933,83666
3.9,5,Finance,4934,143359
4.8,1,Engineering,4935,47051
4.9,10,Sales,4936,51848
4.2,11,HR,4937,80537
3.9,18,HR,4938,143922
2.5,13,Sales,4939,140377
2.3,14,Engineering,4940,58541
3.4,10,Engineering,4941,145052
2.1,14,Sales,4942,85364
2.9,15,Finance,4943,100124
3.7,19,Finance,4944,91903
3.3,19,HR,4945,61671
3.3,2,Sales,4946,100370
2.6,3,Finance,4947,40110
4.5,6,Engineering,4948,126325
3.1,14,Sales,4949,59331
3.9,18,HR,4950,66267
4,17,Finance,4951,62553
4.2,7,Finance,4952,79489
3.6,0,Engineering,4953,80308
2.1,9,Finance,4954,50534
4.2,10,Finance,4955,64195
4.9,14,Engineering,4956,70957
2,13,Engineering,4957,66649
4.5,4,HR,4958,97219
3,14,Sales,4959,51818
2.4,8,Finance,4960,134913
3.2,10,Finance,4961,72077
4.2,3,Engineering,4962,60203
2.4,2,HR,4963,129746
3.7,12,Finance,4964,112790
4.4,0,HR,4965,141660
2.2,17,Marketing,4966,89054
2.7,18,Engineering,4967,40648
4.6,11,Finance,4968,102566
2.4,16,HR,4969,60883
3.7,18,Sales,4970,85182
3.4,14,HR,4971,53095
2.4,1,HR,4972,101708
4.6,3,Marketing,4973,112067
3,11,Finance,4974,130018
2.7,5,Finance,4975,91648
3.3,5,Engineering,4976,131590
3.7,3,HR,4977,67851
4.1,6,Sales,4978,101906
3,6,Marketing,4979,127613
3.6,12,HR,4980,89321
2.3,16,Sales,4981,148966
3.5,19,Engineering,4982,100749
2.4,12,Marketing,4983,132566
2.9,1,Finance,4984,71816
2.2,0,Finance,4985,140015
2.4,16,HR,4986,52559
2.6,6,Marketing,4987,90800
3.4,8,Sales,4988,56843
3.2,14,Engineering,4989,81727
4.7,13,Engineering,4990,140013
4.8,2,Finance,4991,57501
4.4,4,Finance,4992,92413
3.6,16,Engineering,4993,141352
2.6,20,Finance,4994,82875
4.3,18,Engineering,4995,77118
2.4,16,HR,4996,147451
3.3,18,Sales,4997,128440
2.7,19,Marketing,4998,135731
3,7,HR,4999,95652
4.2,0,Marketing,5000,118241
3.2,15,Engineering,5001,91622
2.7,8,Sales,5002,110007
3.1,12,HR,5003,49392
4.4,3,Finance,5004,85464
2.2,3,Marketing,5005,104003
2,7,Marketing,5006,127802
3,18,Finance,5007,137049
3,19,HR,5008,116864
4.6,20,Finance,5009,43525
4.3,15,Marketing,5010,69057
4.9,18,Finance,5011,119760
2.3,19,Marketing,5012,63351
3.9,4,HR,5013,140642
2.9,14,Sales,5014,70822
4,3,HR,5015,88382
2.3,20,Finance,5016,87484
3,10,Finance,5017,84544
3.2,12,HR,5018,105726
3.1,1,Sales,5019,147903
3.8,7,Marketing,5020,40208
3.7,6,Finance,5021,120028
3.1,16,Finance,5022,118534
4.4,15,HR,5023,138524
2.3,17,Marketing,5024,92190
3.1,16,Marketing,5025,50127
2.7,11,Finance,5026,124617
4.9,4,Marketing,5027,70156
3.8,16,HR,5028,58098
4,11,Sales,5029,105529
4.5,20,Engineering,5030,64637
4.7,17,Sales,5031,45799
3.4,19,HR,5032,67686
2.5,16,Sales,5033,79575
2.1,12,Engineering,5034,97068
2.5,16,Sales,5035,52170
3.8,20,Finance,5036,84510
5,3,HR,5037,90340
4,17,Marketing,5038,125726
3.2,8,Finance,5039,63576
3,7,Finance,5040,95798
2.7,18,Engineering,5041,59758
2.5,14,Sales,5042,77350
2.2,12,HR,5043,80775
4.4,7,Engineering,5044,90700
2.8,1,Engineering,5045,128509
4.5,18,Sales,5046,147646
4,0,HR,5047,103000
2.2,20,Finance,5048,44564
4.7,0,HR,5049,74212
3.9,15,Engineering,5050,95277
4.1,7,Engineering,5051,63529
4.9,15,Marketing,5052,61435
3,18,Sales,5053,92194
4.7,9,Marketing,5054,129435
3,19,Engineering,5055,107809
4.6,18,Finance,5056,149344
3.9,19,Engineering,5057,53950
2.9,20,HR,5058,100938
4.5,9,HR,5059,145674
2.1,8,Finance,5060,50831
3.1,10,Finance,5061,85388
2.4,14,Marketing,5062,129923
2.6,20,Finance,5063,136032
3.7,8,Engineering,5064,53291
2,9,Sales,5065,125966
3.5,8,HR,5066,93015
2.6,3,HR,5067,145322
2.8,1,Engineering,5068,145764
3.5,14,Sales,5069,41602
2.6,12,Finance,5070,61087
2.4,18,Marketing,5071,81815
4.6,5,Sales,5072,56874
4.6,13,Engineering,5073,115324
2.8,4,Finance,5074,106449
2.8,12,Finance,5075,90330
2.8,20,Finance,5076,129954
2.3,10,Sales,5077,99597
4.3,9,Finance,5078,41518
2.7,20,Sales,5079,103719
3,7,Engineering,5080,125697
2.6,9,Marketing,5081,127843
2.1,14,Sales,5082,92652
3.2,11,Engineering,5083,95372
4.4,18,Sales,5084,141103
3.3,3,Engineering,5085,47144
3.2,12,Marketing,5086,79708
4.1,0,HR,5087,95703
4.6,8,Marketing,5088,73901
4,7,HR,5089,137263
3.8,10,HR,5090,123115
4.9,18,Finance,5091,55198
4.8,20,Sales,5092,119119
3.7,16,Finance,5093,145791
2.5,6,Engineering,5094,145174
3.6,19,Engineering,5095,99017
4.6,16,Engineering,5096,105806
4.8,10,Finance,5097,88866
3.5,20,Marketing,5098,142367
4.3,20,Finance,5099,102068
4.6,18,Finance,5100,133326
4.3,1,Marketing,5101,83917
3.1,14,Marketing,5102,110126
4.6,19,Marketing,5103,87823
2.7,18,Sales,5104,54637
4.5,13,Finance,5105,142956
3,11,Sales,5106,63440
4.2,16,HR,5107,95583
3.4,10,HR,5108,109692
4.5,14,Finance,5109,139563
2.4,16,Engineering,5110,90262
2.8,7,Marketing,5111,128436
2.6,15,Sales,5112,50486
3.9,10,HR,5113,59711
3.3,13,Finance,5114,40911
3.7,17,Engineering,5115,84186
3.7,2,Finance,5116,132741
2.4,12,Engineering,5117,117352
2.3,15,Finance,5118,73795
3.2,16,Marketing,5119,65901
4.5,9,Marketing,5120,107488
2.8,6,Engineering,5121,146539
4.2,9,Finance,5122,120546
4.5,1,Marketing,5123,135371
2.6,15,Finance,5124,99636
4.8,6,Finance,5125,97001
3.8,1,Marketing,5126,46362
4.3,14,HR,5127,100917
4.7,20,HR,5128,76924
3.5,3,Finance,5129,45222
2.6,14,HR,5130,55931
3.4,14,Sales,5131,104175
4,12,Marketing,5132,100325
3.1,3,HR,5133,88117
3.5,20,HR,5134,46563
4.2,6,Finance,5135,118555
2.6,10,Engineering,5136,129966
2.9,0,HR,5137,88404
3.4,20,Engineering,5138,73072
2,20,Marketing,5139,95797
2.8,0,Engineering,5140,84231
2.7,15,HR,5141,128473
2,16,Sales,5142,78816
2,17,Sales,5143,140510
4.7,6,Marketing,5144,147370
4.8,12,HR,5145,43084
3,18,Marketing,5146,111139
3.5,5,Finance,5147,75027
3.9,4,Finance,5148,63426
3.3,6,Engineering,5149,78435
2.1,6,Marketing,5150,86777
3.6,16,Sales,5151,94664
3.2,10,Marketing,5152,42296
3,9,Engineering,5153,98559
4.4,0,HR,5154,82550
4.9,7,Marketing,5155,79017
4.8,6,Engineering,5156,123359
2.2,13,Finance,5157,44668
4.5,18,Sales,5158,118089
4.6,18,HR,5159,54638
2.7,19,Marketing,5160,86824
2.3,10,Marketing,5161,135932
2.1,4,Sales,5162,44798
4,17,Finance,5163,109634
3.4,10,Marketing,5164,136820
2.4,1,Sales,5165,91932
2.8,5,Sales,5166,72588
2.8,7,HR,5167,62968
2.1,2,Sales,5168,51016
4.1,4,Sales,5169,110121
3.5,12,Sales,5170,52395
3.8,10,Marketing,5171,56522
4.1,6,Sales,5172,135261
2.3,5,Sales,5173,58958
2.6,14,Sales,5174,122958
2.8,7,Sales,5175,104677
5,10,Finance,5176,96505
2.7,10,Marketing,5177,76004
3.7,3,Sales,5178,85270
2.2,9,Engineering,5179,100035
3.9,19,Engineering,5180,130307
4.1,14,Engineering,5181,120903
2.9,4,HR,5182,71994
4.9,8,Finance,5183,148209
4.8,19,Engineering,5184,149434
2.4,1,Finance,5185,136034
2.8,6,Engineering,5186,147542
4.9,4,HR,5187,108623
2.1,4,Marketing,5188,114588
4.2,7,Finance,5189,100085
3.7,8,Marketing,5190,45326
2.5,15,HR,5191,50031
3.2,15,Finance,5192,82806
2.8,2,Marketing,5193,88863
4.8,9,HR,5194,45018
3.2,13,Sales,5195,59234
2.5,19,Finance,5196,119869
3.1,10,Marketing,5197,134871
5,1,HR,5198,123599
4.5,18,Sales,5199,146492
4.4,7,Finance,5200,53254
2.6,11,Sales,5201,90058
2,10,Engineering,5202,107191
4.5,11,Finance,5203,135079
4.1,11,HR,5204,50323
4,14,HR,5205,84272
2.5,1,Finance,5206,123458
2.3,4,Engineering,5207,138207
3.6,1,Finance,5208,79581
3.9,1,Marketing,5209,95381
2.1,13,HR,5210,92525
2.9,3,Sales,5211,42933
3.6,15,HR,5212,64108
2.3,8,Engineering,5213,137880
3.1,2,Finance,5214,73666
2.2,6,HR,5215,134580
2,13,Marketing,5216,125576
3.6,9,Engineering,5217,137345
3.3,8,Engineering,5218,50391
4,11,Sales,5219,149688
2.2,18,HR,5220,96811
4.8,8,Finance,5221,55260
4.3,15,Engineering,5222,144024
2.1,12,Marketing,5223,65119
3,3,Marketing,5224,114828
4.4,5,Finance,5225,74206
3.2,3,Marketing,5226,79741
4.4,17,Sales,5227,120685
4.2,18,Finance,5228,107376
2.2,7,Marketing,5229,110668
3.1,19,Sales,5230,144034
3.2,2,Marketing,5231,71949
3.6,20,HR,5232,130997
2.1,4,Finance,5233,144720
3,15,Marketing,5234,46400
3.4,0,Marketing,5235,89051
2.9,13,Sales,5236,115148
2.2,10,HR,5237,101986
3.5,0,HR,5238,68207
2.4,14,Sales,5239,139708
4.9,12,HR,5240,97271
3.7,3,Marketing,5241,76016
2,4,Marketing,5242,137893
4.4,5,HR,5243,130290
2.6,4,Marketing,5244,142014
3.4,17,HR,5245,64341
2.6,20,Sales,5246,76287
4.3,7,Finance,5247,105740
4,20,Sales,5248,128006
2.5,20,Finance,5249,45995
2.3,0,Sales,5250,119249
2.6,11,Engineering,5251,92254
4.4,12,Marketing,5252,63758
3.7,9,Sales,5253,128894
4.2,9,Finance,5254,77344
3.4,13,HR,5255,75740
2.2,17,HR,5256,40662
3.2,11,Sales,5257,93370
2.4,7,Sales,5258,67149
2.4,0,Sales,5259,42453
4.4,8,HR,5260,142504
2.8,11,Engineering,5261,94306
4.6,11,Sales,5262,126142
4.1,10,HR,5263,57008
2.8,10,HR,5264,76014
3.2,18,Sales,5265,75003
2.3,10,Finance,5266,100613
3.5,1,Finance,5267,118522
3.7,4,Marketing,5268,143580
3.6,13,HR,5269,123211
5,6,Marketing,5270,81701
2.2,10,Marketing,5271,52733
4.5,13,Finance,5272,69009
3.4,0,Finance,5273,69468
2.9,15,Engineering,5274,42368
3.2,15,HR,5275,132931
4.9,15,Engineering,5276,82547
2.4,17,Sales,5277,68974
2.7,19,Engineering,5278,48352
2.9,9,Sales,5279,120135
4.6,6,Marketing,5280,77726
4.8,7,HR,5281,135441
2.4,20,Engineering,5282,133327
3.1,4,HR,5283,119864
2.3,15,Marketing,5284,148393
3.2,13,Marketing,5285,100377
2.4,6,Marketing,5286,117059
2.5,18,Marketing,5287,95150
4.7,19,Finance,5288,123200
2.8,1,Finance,5289,118018
2.2,8,Marketing,5290,83090
4.9,13,Marketing,5291,110969
4.7,1,Engineering,5292,90992
4,0,HR,5293,102338
2.1,16,Engineering,5294,113093
2.8,5,Marketing,5295,41647
4.2,7,Finance,5296,84951
3.3,12,Sales,5297,84642
4.5,18,Finance,5298,81896
4.6,12,Finance,5299,85398
3.1,4,Finance,5300,147823
2.1,13,Sales,5301,98246
4,18,Marketing,5302,59893
3.3,0,Marketing,5303,100548
3.9,5,Marketing,5304,137330
2.9,5,Finance,5305,105401
2.7,4,HR,5306,67608
2.4,1,HR,5307,109761
3.2,18,Engineering,5308,131452
4,14,HR,5309,62283
3.8,11,Finance,5310,128209
2.9,10,Marketing,5311,91126
3.7,0,HR,5312,73514
4.9,12,Sales,5313,92813
4,3,Sales,5314,44229
2.8,14,Marketing,5315,126599
3,19,HR,5316,114883
4.1,1,Finance,5317,50303
3.8,13,Finance,5318,122756
3.1,20,HR,5319,103771
3.1,14,Engineering,5320,113574
2.4,0,Engineering,5321,85259
2.3,2,Sales,5322,50891
4,10,Marketing,5323,67204
3,3,Sales,5324,138043
4.8,5,Marketing,5325,109414
3.7,1,Marketing,5326,88390
4.5,1,Marketing,5327,79850
2.5,6,Marketing,5328,78249
3.3,18,Finance,5329,138416
4.6,6,HR,5330,81331
5,8,Marketing,5331,99178
4.1,9,HR,5332,128408
4.2,19,Marketing,5333,101260
4.4,1,Finance,5334,43875
4.7,14,Finance,5335,60434
2.8,13,HR,5336,121902
3.7,19,HR,5337,116668
4.4,15,Sales,5338,61854
4.7,5,Sales,5339,121823
3.5,3,Engineering,5340,86088
3.3,12,Sales,5341,114041
2.6,5,Sales,5342,96561
3.1,2,Marketing,5343,94446
2.2,17,Engineering,5344,140262
2,20,Sales,5345,43068
3.6,6,Sales,5346,138485
2.9,7,HR,5347,77209
2.8,7,Engineering,5348,112933
3.5,18,Engineering,5349,137524
2.7,20,Engineering,5350,104324
4.5,2,HR,5351,70765
3.7,19,Finance,5352,89189
2.3,5,Engineering,5353,110463
3.7,18,Engineering,5354,57261
3.7,12,HR,5355,89601
3.5,20,Finance,5356,119576
3.9,19,Engineering,5357,56186
3.7,4,Engineering,5358,52711
2.3,3,Marketing,5359,91871
2.9,0,Finance,5360,68613
2.2,10,Sales,5361,67696
3.7,7,Engineering,5362,54500
4.2,0,HR,5363,114808
3.6,15,Marketing,5364,77925
4.5,2,Sales,5365,63412
4.7,5,Sales,5366,60855
4.9,5,Marketing,5367,140515
3.2,13,HR,5368,141911
4.9,1,Sales,5369,136267
3.9,1,Sales,5370,92575
4.5,17,Finance,5371,112098
4.4,4,Sales,5372,93545
4.9,4,Engineering,5373,86140
2.8,16,Engineering,5374,138471
2.8,7,Marketing,5375,68541
3.3,20,Marketing,5376,94811
3.3,14,HR,5377,118544
4.9,14,HR,5378,76553
3.5,8,Finance,5379,81864
2.4,5,Marketing,5380,140990
3.7,14,Finance,5381,87602
3.6,1,HR,5382,122611
3,10,Sales,5383,53846
3.3,9,Finance,5384,127062
2.4,19,Sales,5385,130026
4.6,17,Finance,5386,122984
2.5,10,Finance,5387,139844
5,15,HR,5388,123389
2.6,17,Finance,5389,81651
4.2,17,HR,5390,105838
4.1,14,Finance,5391,110205
4.2,5,Finance,5392,109796
4.6,17,Marketing,5393,91402
3.1,4,Marketing,5394,69504
3,1,HR,5395,92948
4.6,12,Finance,5396,104858
4.3,6,Sales,5397,139198
2,4,Engineering,5398,100806
2.1,5,HR,5399,77523
3.6,16,Marketing,5400,148283
3.1,0,Marketing,5401,98911
4.4,2,HR,5402,60574
4.2,5,Marketing,5403,63281
5,13,Sales,5404,92435
3.4,18,Marketing,5405,77802
3.8,17,Engineering,5406,40437
3.8,1,Engineering,5407,109817
2,9,Finance,5408,148772
3.6,8,Sales,5409,83785
4.3,13,Marketing,5410,139999
